User-ID,ISBN,Book-Rating
34994,0971880107,5
35018,0440214041,7
35072,0440226430,10
35081,0452282152,4
35106,0060928336,9
35124,0446606812,7
35134,067976402X,9
35138,0316601950,8
35144,0375707972,5
35148,043935806X,10
35148,059035342X,10
35177,0312195516,9
35180,0440236673,5
35182,0316666343,10
35182,0679781587,9
35189,0440214041,7
35231,0375725784,8
35233,0312291639,9
35233,0375706771,9
35243,0452282152,9
35244,0440221471,8
35270,0440211727,4
35424,0316666343,10
35445,0060928336,8
35445,0345342968,9
35467,0385504209,8
35513,0971880107,8
35518,0671003755,8
35532,0446610038,4
35596,0060976845,7
35631,0345337662,5
35631,0375706771,3
35704,0060392452,10
35704,0385504209,9
35707,044023722X,8
35718,0446310786,10
35793,0786868716,7
35802,0671003755,7
35826,044021145X,8
35831,044023722X,9
35836,0345337662,9
35836,0380731851,3
35836,0553279912,1
35857,0312278586,5
35857,0316601950,9
35857,0345370775,9
35857,0345378490,7
35857,0345443284,8
35857,0375706771,8
35857,0375727345,5
35857,044022165X,5
35857,0440226430,3
35857,0743418174,6
35859,0060502258,7
35859,0060934417,9
35859,0142001740,9
35859,0312195516,10
35859,0312278586,8
35859,0316666343,6
35859,0345342968,10
35859,0375700757,7
35859,0375707972,6
35859,0385722206,8
35859,044021145X,10
35859,0446610038,7
35859,059035342X,10
35859,068484477X,10
35859,0743418174,7
35859,0804106304,8
35859,0842329129,9
35909,0440226430,8
35910,0345339681,10
35918,0060938455,9
35918,0375700757,8
35918,0671003755,7
35925,0671003755,8
35963,0440214041,10
35998,0312195516,7
35998,0440226430,7
35998,0452282829,7
35998,0671027360,8
36003,0140293248,5
36003,0316769487,10
36003,043935806X,10
36003,0440226430,7
36003,0446310786,10
36003,067976402X,8
36003,1400034779,7
36041,0971880107,3
36043,044021145X,8
36067,0385720106,5
36103,0375706771,7
36135,0312305060,9
36135,0440221471,9
36141,0316776963,5
36141,0375727345,9
36231,044023722X,5
36256,0060928336,8
36256,0385504209,9
36256,0440211727,8
36256,0842329129,9
36265,0316666343,9
36286,0385504209,7
36286,0440225701,9
36288,0671021001,7
36304,0375700757,5
36326,0671027360,6
36327,0312195516,5
36327,0375706771,10
36327,0440222656,9
36357,0375726403,8
36357,0671003755,5
36417,0971880107,3
36472,0385504209,9
36491,0142001740,6
36502,0440221471,7
36506,0345417623,8
36510,0345417623,9
36540,067976402X,9
36540,0804106304,9
36562,0440241073,10
36570,0060392452,3
36582,0312195516,10
36606,0060928336,9
36606,0142001740,10
36606,0312291639,10
36606,0312305060,5
36606,0440220602,10
36606,0446605239,10
36606,0449212602,9
36606,0679781587,5
36606,0786868716,10
36609,0060502258,9
36609,0316096199,9
36609,0316666343,9
36623,0842329129,10
36624,044023722X,3
36632,0142000205,8
36632,0385720106,9
36656,0971880107,8
36673,0375725784,5
36673,0671027360,9
36673,0679781587,6
36677,0804106304,5
36678,0446605239,10
36709,0345337662,10
36710,0385484518,7
36715,0316769487,8
36724,0316284955,2
36760,0060976845,8
36760,0671021001,10
36802,059035342X,8
36807,0142000205,9
36807,0316666343,6
36807,0375706771,4
36807,0375707972,8
36811,0971880107,7
36817,0060976845,6
36817,0060987103,6
36817,0316666343,9
36817,0440213525,5
36817,0671021001,7
36879,0312305060,8
36907,0060392452,10
36907,0316601950,4
36907,0385484518,10
36907,0671021001,10
36907,0743237188,10
36907,0786868716,7
36907,0804106304,8
36922,0316096199,7
36938,0446310786,10
36964,0440222656,9
36978,0316769487,9
36978,0345342968,10
36978,044651652X,10
36985,0316666343,8
37051,0440236673,7
37074,0971880107,8
37080,0312305060,9
37083,0345337662,9
37106,0679781587,8
37135,044023722X,7
37147,0142001740,9
37189,0440220602,9
37204,0345417623,4
37221,0345443284,5
37227,0060928336,10
37227,0345361792,10
37227,0671021001,10
37239,0345417623,9
37293,0971880107,3
37310,0345361792,9
37310,044651652X,8
37310,0971880107,4
37311,0316601950,9
37311,0385722206,7
37311,0440225701,8
37311,044023722X,10
37350,0446606812,8
37352,068484477X,8
37370,0786868716,10
37377,0446610038,9
37400,0316769487,6
37400,0446310786,10
37400,067976402X,5
37454,0671021001,8
37493,0312195516,9
37504,0446608955,8
37512,0345361792,9
37523,0060976845,9
37538,0140293248,5
37538,0312278586,7
37538,0316769487,9
37538,0385335482,9
37538,0440226430,6
37538,044651652X,5
37538,0971880107,7
37550,0971880107,3
37556,0060938455,8
37572,0446605239,7
37584,1400034779,8
37615,0971880107,1
37623,0345417623,9
37644,0316769487,6
37644,0375706771,10
37688,0671027360,7
37691,0316666343,10
37693,044651652X,7
37693,0671027360,9
37699,0345443284,9
37712,0060934417,10
37712,0060987103,9
37712,014028009X,10
37712,0142001740,9
37712,0345370775,8
37712,0375727345,4
37712,0385504209,6
37712,0385720106,7
37712,0440222656,8
37712,0446310786,10
37712,0452282152,8
37712,0553279912,4
37712,0671027360,7
37712,0671510053,9
37712,067976402X,9
37712,068484477X,7
37712,0684872153,7
37760,0142001740,8
37790,0060502258,10
37790,0060976845,8
37790,0345313860,8
37790,0345351525,8
37790,0385504209,10
37822,0316666343,8
37822,0440221471,9
37874,0440221471,7
37874,0446610038,7
37904,044021145X,5
37905,0380789035,6
37932,0375700757,8
37950,0345337662,5
37950,044021145X,6
37950,0440214041,7
37950,0440220602,4
37950,044022165X,7
37950,0446310786,9
37950,0679781587,9
37950,0971880107,3
37968,0345342968,10
37979,0375727345,9
37984,0375727345,6
37987,0345370775,8
37989,0142001740,9
37989,0312195516,9
37989,0375700757,10
38015,0743418174,9
38021,0060934417,9
38023,0345342968,9
38023,0679781587,10
38023,0971880107,9
38026,0743418174,8
38034,0446608955,4
38053,0385484518,7
38074,0440214041,9
38250,0440236673,8
38273,0060976845,5
38273,0316601950,7
38273,0440225701,5
38273,044023722X,5
38277,0385492081,9
38281,0316666343,6
38281,043935806X,7
38281,0440214041,5
38301,0671027360,8
38335,0446605239,10
38431,0385504209,10
38464,0140293248,5
38464,0446310786,9
38482,044651652X,5
38556,0380731851,5
38556,044021145X,5
38556,0440225701,5
38657,0446605239,9
38679,0316666343,7
38703,0060928336,9
38703,0142001740,10
38718,0312195516,9
38718,0345370775,7
38718,0440234743,9
38718,0440241073,7
38762,0440225701,9
38763,059035342X,10
38802,0385335482,8
38887,0671510053,8
38899,044021145X,7
38899,0440213525,7
38899,0804106304,8
38901,0375727345,8
38904,0440214041,8
38906,043935806X,10
38926,0312278586,7
38933,0060987103,8
38933,0375725784,10
38950,0316666343,10
38957,0375707972,5
38972,0446605239,8
38991,0440234743,8
38995,0060976845,10
38995,0142001740,9
38995,044021145X,8
38995,1400034779,10
39087,0142001740,9
39087,0440226430,8
39116,0345361792,10
39134,044022165X,9
39193,0345370775,7
39233,0345417623,9
39281,0375727345,9
39281,0385504209,10
39281,044651652X,9
39281,0743237188,9
39284,0440211727,7
39284,0671027360,8
39325,0385484518,10
39345,0385504209,9
39345,044021145X,10
39345,0440220602,8
39345,0440221471,10
39345,044022165X,10
39345,0440241073,7
39372,0786868716,4
39374,0316666343,9
39374,044023722X,7
39385,0316284955,8
39385,0446310786,10
39396,059035342X,8
39440,0375707972,8
39441,0316284955,6
39453,0060987103,8
39464,067976402X,9
39467,044022165X,7
39467,0440236673,9
39467,044023722X,6
39467,0553279912,7
39467,0679781587,6
39513,0440220602,10
39513,044022165X,9
39513,0440241073,7
39513,0446364193,10
39563,0316666343,9
39584,0142001740,8
39595,0060930535,10
39616,0440224764,7
39628,0140293248,5
39628,0316666343,8
39635,0060502258,7
39639,0312278586,8
39646,0316601950,10
39646,0316666343,9
39646,0385504209,9
39646,0440211727,10
39662,0385504209,9
39705,0316601950,10
39705,0446606812,10
39723,0375725784,9
39733,0060976845,6
39773,0440222656,10
39773,0446608955,8
39773,0671027360,10
39773,0786868716,10
39814,0060938455,9
39930,0385335482,9
40052,0385492081,7
40052,067976402X,6
40105,0316666343,7
40136,0316601950,8
40205,0446610038,5
40222,0060938455,10
40222,0842329129,10
40225,059035342X,10
40254,0452282152,7
40289,0385484518,5
40299,0316666343,9
40299,0743418174,6
40299,0971880107,4
40316,0671003755,7
40330,0345342968,7
40330,0345370775,10
40330,0375725784,9
40330,0446310786,9
40330,067976402X,5
40350,0375725784,8
40415,0312195516,8
40415,0375700757,6
40415,043935806X,7
40438,0553572997,7
40446,0375727345,7
40450,0671510053,7
40461,0679781587,9
40497,0060938455,10
40505,0316776963,3
40518,0060930535,10
40541,0385484518,7
40546,0452282152,5
40553,0804106304,9
40612,0060928336,6
40640,0060987103,7
40644,0140293248,6
40680,0312195516,8
40680,0743418174,10
40745,0786868716,8
40772,0312305060,8
40790,0385484518,9
40795,059035342X,10
40796,0446310786,8
40798,0446605239,8
40838,1400034779,6
40841,0971880107,2
40865,0345342968,8
40889,0060928336,9
40889,0345339681,10
40889,0345417623,4
40889,0385484518,10
40889,0440220602,8
40889,0440224764,10
40889,0440225701,8
40889,0446606812,10
40889,0786868716,5
40914,0060976845,7
40914,0140293248,8
40914,0316666343,7
40914,0671003755,9
40919,0971880107,5
40934,0446608955,8
40943,0385335482,10
40943,0671003755,5
40943,0743418174,10
41040,0140293248,5
41052,0316666343,8
41058,0440226430,10
41080,0440220602,8
41080,0440236673,7
41080,068484477X,9
41082,0316666343,8
41082,0345351525,6
41084,0345353145,8
41084,0345370775,9
41084,0440220602,7
41111,0440226430,9
41115,0375700757,6
41135,0971880107,6
41162,0440225701,8
41177,0142001740,6
41177,1400034779,7
41220,0385492081,4
41245,0385335482,10
41278,0971880107,5
41324,0446605239,2
41360,0316769487,8
41364,0316096199,9
41395,0060392452,10
41395,0312195516,10
41403,0375726403,7
41449,0452282152,9
41449,0671027360,2
41455,0060502258,9
41455,0312195516,9
41455,0380731851,8
41455,0743237188,8
41460,0446605239,4
41580,0060976845,10
41589,044021145X,9
41589,044022165X,8
41589,0804106304,10
41596,0971880107,2
41634,0345337662,7
41646,0385504209,10
41646,1400034779,9
41657,0375726403,8
41658,1400034779,10
41667,0440221471,5
41667,0971880107,1
41738,0446310786,5
41751,0345337662,9
41757,0971880107,5
41760,0345417623,9
41760,0380789035,4
41781,0060934417,10
41781,0316666343,10
41781,044023722X,9
41781,0446610038,5
41781,0786868716,9
41781,1400034779,6
41841,0060502258,7
41841,0142000205,7
41841,0312278586,6
41841,0345443284,6
41841,0375707972,3
41841,0375727345,8
41841,0440225701,9
41841,0440241073,9
41841,0446605239,3
41841,067976402X,6
41870,0316666343,8
41892,0316096199,9
41910,0142001740,10
41911,0345313860,9
41911,0345337662,7
41911,0345351525,10
41925,0671510053,7
41985,0140293248,3
42018,0060928336,7
42024,0140293248,7
42032,0971880107,2
42083,0345417623,10
42093,0380789035,10
42099,006101351X,10
42105,0385335482,9
42112,0345337662,5
42128,0385504209,9
42128,0971880107,2
42150,0316666343,7
42162,0345353145,9
42162,0345370775,7
42181,067976402X,10
42208,0142001740,9
42239,0312278586,9
42257,0452282829,8
42305,0316769487,10
42305,0345342968,10
42323,0446310786,10
42333,0345417623,7
42372,0345417623,8
42372,0440225701,10
42403,0446606812,10
42408,0385335482,9
42408,0671021001,4
42410,0312291639,8
42410,0312305060,5
42410,0375726403,7
42419,0316666343,8
42419,0345370775,10
42419,0671021001,8
42419,0743418174,8
42458,0440220602,7
42482,0440220602,7
42509,0671021001,10
42518,0316666343,9
42522,0140293248,7
42528,0743237188,7
42546,0345417623,7
42574,0345361792,10
42597,0142001740,8
42597,0312278586,6
42597,0440236673,9
42597,044023722X,9
42597,0786868716,8
42651,0060930535,8
42651,0375706771,9
42651,0971880107,7
42714,0060938455,6
42718,0316284955,10
42724,0440221471,9
42730,0671003755,6
42780,0345313860,10
42887,0060934417,7
42962,0971880107,2
42965,0312195516,8
42979,0679781587,10
42981,0452282152,4
43004,0375725784,8
43005,0452282152,8
43093,0440211727,7
43113,0446310786,10
43163,0142001740,10
43163,0316666343,10
43163,0385335482,6
43164,0316601950,6
43173,0786868716,4
43190,067976402X,5
43206,0553279912,6
43246,014028009X,8
43246,0312305060,7
43246,0316096199,9
43246,0345443284,9
43246,0375727345,8
43246,0385484518,10
43246,0385722206,8
43246,0446605239,9
43246,0446606812,9
43246,0446608955,9
43246,0446610038,9
43246,067976402X,10
43246,0679781587,8
43246,080410753X,7
43275,0452282152,7
43282,0312291639,9
43282,0671021001,5
43307,0316666343,3
43310,044021145X,10
43323,067976402X,8
43323,0679781587,5
43323,080410753X,9
43359,0440211727,8
43372,0312291639,10
43426,0060930535,9
43450,0345353145,8
43466,0385504209,9
43468,0316284955,10
43481,0142000205,9
43481,0375726403,6
43481,0385265700,9
43481,0440222656,10
43481,0553572997,8
43481,0671003755,8
43481,068484477X,9
43560,0060938455,10
43595,0375727345,9
43595,0446608955,9
43595,0671510053,8
43619,0060930535,9
43619,0440225701,9
43619,0440236673,10
43619,0440241073,9
43619,0446608955,6
43626,0345353145,6
43626,0440236673,8
43626,0446610038,7
43639,0440222656,9
43681,0452282829,7
43687,0312195516,8
43687,0345313860,7
43687,0345337662,8
43687,0345351525,8
43687,0345370775,7
43687,0671027360,7
43687,1400034779,6
43698,0316776963,8
43786,0385504209,8
43806,043935806X,10
43842,0060934417,5
43842,0312278586,5
43842,0316096199,10
43842,0345361792,10
43842,0375726403,3
43842,0375727345,5
43842,0446606812,10
43842,0684872153,10
43842,0842329129,8
43871,0679781587,9
43901,044023722X,6
43901,0786868716,5
43907,067976402X,10
43910,0316776963,7
43910,0671003755,10
43910,0743418174,8
43941,0385720106,8
44065,0440221471,8
44070,0345339681,7
44113,0316776963,8
44211,0452282152,10
44216,0671021001,7
44252,0312195516,10
44252,0316666343,10
44297,0971880107,3
44375,0452282829,8
44382,0060502258,10
44389,0316096199,8
44435,0375727345,8
44438,0316776963,8
44440,068484477X,8
44470,0452282829,7
44479,0316666343,7
44481,0060930535,7
44535,0060928336,8
44537,0312278586,9
44611,0316284955,9
44611,080410753X,10
44634,0971880107,2
44663,0440234743,8
44696,0385492081,5
44718,0375725784,9
44728,0553279912,10
44728,0671027360,9
44768,0971880107,7
44807,0316601950,10
44837,0316284955,8
44837,0316776963,7
44837,0385722206,9
44842,0316666343,3
44842,0679781587,8
44842,0743418174,8
44845,0380731851,9
44852,0060930535,5
44852,0316601950,7
44852,0375725784,8
44852,0385720106,6
44884,044023722X,10
44892,067976402X,7
44893,0142000205,8
44910,0684872153,9
44920,0452282152,9
44920,0671027360,10
44924,0345339681,10
44937,0345339681,10
44961,0446606812,7
45035,043935806X,10
45042,0842329129,8
45068,0375727345,10
45116,0345339681,7
45165,0375700757,8
45193,0060987103,10
45193,0312305060,8
45196,0345339681,10
45208,0375727345,8
45231,0440241073,8
45248,0385265700,7
45270,0385484518,6
45284,0446610038,9
45287,0385504209,10
45302,044023722X,7
45315,0060930535,3
45340,0446310786,10
45359,0345353145,7
45383,0440226430,8
45383,0671003755,4
45403,0679781587,8
45413,0440236673,10
45416,0316284955,7
45435,0842329129,7
45444,0345339681,9
45470,0380789035,8
45471,0140293248,6
45471,0345353145,7
45471,0743418174,7
45539,0385504209,10
45557,0316284955,9
45557,0804106304,9
45557,080410753X,9
45564,0385722206,6
45567,0060934417,9
45585,0440214041,7
45585,0440234743,7
45636,0060934417,8
45666,0971880107,5
45675,044022165X,5
45683,0440222656,8
45693,0743237188,8
45704,0345361792,9
45730,0312291639,8
45745,0312291639,8
45781,0375726403,10
45806,0446605239,10
45842,0385504209,4
45899,0060976845,5
45904,0316776963,8
45954,0345417623,8
45978,0375707972,5
46145,0316769487,10
46154,0142000205,6
46154,0375725784,9
46173,0375726403,5
46184,0440226430,10
46184,0971880107,6
46196,044023722X,10
46197,0060976845,9
46197,0316666343,10
46269,0345353145,8
46279,0375726403,8
46291,0345361792,9
46295,0440224764,6
46330,0316666343,8
46341,0316769487,8
46359,0345443284,5
46389,0440234743,8
46398,0142000205,7
46398,0316666343,6
46398,0345361792,10
46398,0345370775,8
46398,0375706771,9
46398,0375707972,8
46398,0385484518,3
46398,0446605239,4
46398,0452282152,6
46398,0971880107,4
46404,0804106304,10
46417,0446610038,7
46443,0142001740,10
46443,0446310786,9
46443,068484477X,8
46444,0060928336,8
46452,0440214041,5
46452,0440221471,5
46472,0345361792,5
46472,0440211727,5
46472,0440214041,5
46595,0671027360,5
46600,0440214041,7
46651,0440224675,10
46664,0316601950,6
46671,044021145X,7
46671,0440214041,8
46671,0440220602,8
46671,044022165X,8
46671,0440224764,8
46671,0440225701,7
46671,044023722X,6
46679,0671003755,7
46721,0385492081,10
46767,0440234743,9
46862,0316769487,8
46887,0446310786,8
46892,0345370775,5
46892,0345417623,5
46898,0060928336,8
46907,0312278586,9
46907,0446608955,10
46909,0440224764,7
46910,0375707972,4
46910,0743237188,6
47017,0316666343,8
47037,0971880107,5
47077,0452282829,9
47117,0060928336,7
47117,044021145X,9
47117,0440214041,8
47117,0440236673,9
47126,044651652X,10
47127,0440226430,9
47128,0312278586,10
47145,0140293248,4
47145,0385335482,10
47152,0316601950,9
47152,0375707972,9
47152,0375727345,8
47152,0440214041,8
47152,067976402X,9
47153,0385504209,8
47239,0316776963,7
47268,0060392452,8
47279,0316666343,10
47296,0375727345,8
47316,0440213525,10
47316,0440222656,9
47316,0842329129,10
47316,1400034779,10
47377,0316769487,10
47458,0316666343,1
47458,067976402X,4
47465,0786868716,5
47543,0743237188,8
47758,0345443284,7
47807,0316666343,8
47831,0375726403,8
47929,0316666343,7
47971,0446310786,10
47975,044022165X,7
47993,0316666343,10
47996,0385504209,6
48025,0375727345,6
48025,0440213525,7
48025,0440220602,9
48025,044023722X,8
48037,0316666343,6
48037,0842329129,6
48046,0060938455,8
48046,0345313860,7
48046,0375725784,5
48046,0385504209,10
48046,0671003755,9
48146,0385504209,10
48178,0440226430,10
48213,0142001740,8
48217,0385504209,10
48217,044022165X,9
48268,0375707972,8
48268,0385722206,9
48268,0446310786,8
48268,0446605239,5
48316,0679781587,10
48350,0385720106,4
48385,0060938455,9
48388,0440214041,9
48430,0345370775,8
48474,0316666343,8
48494,0345417623,10
48494,044021145X,8
48494,0440241073,9
48494,0446606812,5
48494,0679781587,10
48494,0743418174,10
48494,080410753X,10
48494,1400034779,10
48503,0345351525,6
48514,0316666343,7
48519,0452282829,8
48546,0312278586,9
48575,0380789035,10
48579,0345370775,10
48579,044651652X,10
48630,0385720106,8
48630,0743418174,8
48630,0971880107,1
48644,0060392452,8
48653,0446310786,8
48662,0312195516,7
48712,0385504209,10
48715,0385504209,8
48725,0060976845,9
48732,0446610038,9
48743,0316666343,7
48743,0440241073,8
48775,0312195516,9
48846,0440226430,7
48899,059035342X,8
48911,0440234743,10
48911,0440241073,10
48940,0316096199,5
48970,0316284955,3
48975,0142000205,9
48980,0375726403,10
49154,0449212602,10
49155,0446605239,8
49155,0446606812,9
49168,0440234743,9
49204,0446310786,9
49205,0060928336,8
49212,0345370775,8
49212,0440213525,8
49212,0446605239,5
49212,1400034779,8
49225,0345339681,10
49225,0345417623,10
49225,059035342X,8
49262,0553572997,10
49277,0446605239,7
49280,0312195516,8
49289,044023722X,8
49294,0345417623,5
49300,0060928336,8
49314,0316601950,4
49315,0671027360,7
49317,0060928336,5
49392,0345342968,10
49392,0345361792,10
49422,0385504209,9
49422,0671027360,5
49460,0316776963,9
49460,1400034779,8
49500,0440226430,9
49634,0971880107,4
49635,059035342X,9
49635,080410753X,7
49683,0316666343,10
49723,0440224675,7
49723,0446364193,7
49743,0452282152,7
49771,0380731851,7
49790,0316666343,10
49842,0385492081,5
49842,044021145X,7
49842,0553572997,8
49868,0452282829,8
49907,0440241073,8
49954,0971880107,1
49980,0060928336,5
49980,0345337662,9
49980,0345351525,8
49980,0385504209,10
49980,0804106304,10
49983,0671003755,8
49998,0671510053,8
50010,0380789035,10
50063,0440224675,6
50064,0060928336,7
50073,0316666343,9
50098,0385265700,5
50098,0671510053,6
50114,0312195516,9
50114,0375706771,9
50132,0385504209,10
50165,0971880107,7
50193,0446605239,7
50201,0971880107,3
50204,0804106304,9
50205,0385504209,9
50225,0385484518,7
50225,0385492081,6
50225,0440226430,5
50225,0671027360,7
50327,0316666343,10
50388,044023722X,7
50416,0142001740,9
50501,0060934417,10
50504,0375726403,9
50521,0060502258,6
50521,044023722X,9
50527,0142000205,8
50530,0452282152,8
50547,0385265700,5
50612,0060976845,8
50612,0345339681,10
50650,044651652X,8
50676,0312195516,8
50681,0316769487,3
50681,0345417623,8
50681,0385504209,7
50718,0440221471,9
50730,0743418174,8
50768,0060928336,7
50784,0446610038,9
50805,0316769487,8
50824,0375700757,10
50849,0440211727,8
50895,0142000205,6
50895,0316666343,9
50895,0385504209,10
50896,044023722X,8
50972,0375727345,9
50972,067976402X,7
51082,0842329129,4
51094,0345361792,7
51124,0452282152,9
51207,0446364193,10
51207,0446610038,10
51252,044021145X,8
51298,0140293248,8
51350,0446605239,8
51359,0679781587,9
51359,068484477X,7
51364,067976402X,8
51365,0786868716,10
51373,0385720106,8
51375,0971880107,3
51390,0316666343,10
51403,0440213525,9
51403,044022165X,9
51450,0060502258,7
51450,0140293248,6
51450,0142001740,8
51450,0385335482,10
51450,0446610038,10
51526,0060934417,5
51526,0380731851,7
51526,0452282152,10
51526,0684872153,10
51545,044023722X,10
51559,0380731851,8
51589,0345342968,8
51601,0375727345,7
51615,0312278586,7
51615,0679781587,9
51627,0345370775,6
51647,059035342X,10
51655,0440221471,8
51742,0553279912,7
51783,0316601950,8
51803,0971880107,1
51826,0375700757,8
51840,0380731851,6
51856,0971880107,4
51883,0060392452,8
51883,0345370775,7
51905,0316666343,7
51924,006101351X,9
51945,0375700757,7
51992,0312195516,8
51992,0671510053,9
52002,0060930535,10
52002,0312195516,10
52002,0316666343,10
52002,0385504209,10
52159,0440224764,5
52159,0446610038,9
52159,0743418174,8
52175,0671510053,10
52189,0345361792,8
52199,0345342968,10
52199,0345378490,5
52199,059035342X,7
52226,0142001740,6
52242,059035342X,7
52256,0804106304,8
52293,0786868716,5
52328,0440225701,10
52329,0671003755,7
52350,043935806X,9
52425,0060928336,7
52425,0316666343,8
52425,0971880107,5
52435,0060934417,6
52445,0312195516,9
52449,0312195516,9
52521,0440224764,10
52531,0971880107,5
52532,0060928336,7
52532,0316601950,10
52570,0440236673,10
52574,0452282152,10
52584,0140293248,10
52584,0316601950,9
52584,0316666343,9
52584,0385492081,9
52584,0440224675,10
52584,0446606812,7
52584,0684872153,9
52584,0743418174,10
52584,0804106304,7
52584,080410753X,8
52635,0375700757,10
52635,0971880107,5
52751,0385484518,8
52752,0060502258,10
52811,0316769487,9
52845,0345417623,8
52845,067976402X,6
52846,0380731851,9
52847,0971880107,8
52853,0440222656,8
52853,0679781587,8
52886,0316601950,8
52917,0060928336,4
52917,0440241073,6
52917,0449212602,8
52917,0804106304,7
52968,067976402X,1
52993,043935806X,10
52994,0345370775,5
52994,044022165X,5
52994,0679781587,5
53036,0743418174,9
53042,0971880107,1
53060,0375726403,6
53069,0345342968,10
53086,0743237188,5
53095,0452282152,9
53117,0446310786,10
53140,0345370775,10
53140,0345417623,8
53174,0312195516,10
53174,0316601950,10
53174,0345313860,9
53174,0345417623,10
53174,0375707972,10
53174,0385504209,10
53174,0446364193,7
53174,0446605239,10
53200,0671510053,9
53220,0440236673,10
53220,0440241073,10
53220,0446364193,10
53220,0446610038,10
53241,0060976845,9
53241,0312195516,8
53241,0316284955,9
53245,0142000205,7
53254,043935806X,9
53256,0440224764,8
53278,0060928336,8
53304,0385504209,10
53332,0385484518,9
53332,0440213525,9
53332,0440222656,9
53390,0060502258,8
53392,0060928336,7
53392,0375727345,8
53400,0375725784,8
53408,0385504209,9
53414,0316666343,9
53418,0060928336,8
53418,0345370775,9
53418,0345417623,7
53418,0440221471,9
53418,044022165X,9
53420,0375727345,5
53426,0446608955,8
53443,0060930535,8
53446,0385504209,7
53456,0312305060,7
53456,0316096199,6
53456,0345337662,9
53456,0449212602,8
53456,0452282152,8
53456,0671027360,10
53458,0316666343,3
53537,0446605239,9
53575,0345378490,9
53590,0060930535,10
53590,0345361792,9
53604,0345417623,10
53605,0446606812,6
53614,0345337662,10
53614,044021145X,10
53614,0440220602,10
53614,044022165X,8
53614,0440224675,7
53614,0440224764,10
53614,0440236673,10
53659,0140293248,10
53663,0380731851,9
53663,044022165X,10
53678,043935806X,9
53699,0671003755,7
53729,0316666343,8
53729,0385504209,9
53729,0446310786,8
53759,043935806X,9
53775,0440211727,10
53846,0345370775,7
53846,044023722X,10
53846,1400034779,9
53851,0316666343,8
53980,0316284955,7
54000,0385720106,9
54005,0440234743,9
54016,0316666343,9
54035,1400034779,8
54118,0971880107,7
54130,0440221471,8
54148,0971880107,2
54193,014028009X,7
54193,0385335482,8
54193,0679781587,9
54245,0446608955,9
54281,0842329129,10
54283,0385720106,10
54283,067976402X,2
54289,044651652X,8
54335,043935806X,10
54335,044023722X,8
54335,0446608955,10
54335,0671027360,8
54335,1400034779,8
54368,068484477X,8
54370,044022165X,8
54413,044023722X,8
54429,043935806X,10
54446,0316601950,8
54453,0345313860,8
54453,0345351525,6
54453,0971880107,1
54474,0385504209,9
54493,0804106304,9
54497,0385722206,7
54511,0743418174,9
54528,0671027360,9
54578,0380789035,10
54605,0345351525,7
54605,0804106304,8
54617,0060502258,8
54622,0440225701,7
54622,0446364193,9
54648,0971880107,3
54652,0553572997,8
54655,0385504209,7
54716,0375727345,9
54783,067976402X,6
54808,006101351X,10
54884,0440224764,9
54884,0440226430,10
54884,0440234743,8
54889,044023722X,9
54895,0446605239,9
54898,0345339681,10
54968,0375725784,8
54997,0060938455,10
55006,0316284955,8
55006,0316601950,6
55006,0375706771,10
55027,0312291639,7
55027,0385504209,8
55027,0440234743,7
55027,044023722X,9
55027,0786868716,8
55066,0312305060,8
55075,0375707972,7
55097,0345353145,7
55097,0345378490,7
55119,0060928336,8
55148,0679781587,10
55178,0345313860,9
55178,0842329129,7
55184,0452282829,5
55187,0446310786,10
55187,0446610038,10
55187,067976402X,10
55187,0971880107,6
55194,0385492081,9
55202,0060502258,8
55272,0804106304,7
55356,0060934417,10
55359,0345342968,10
55411,0671510053,10
55421,0316284955,9
55421,0385335482,7
55438,0316601950,7
55438,0316666343,7
55438,0842329129,10
55441,0316666343,9
55466,0375727345,5
55487,0446610038,7
55490,0345313860,10
55490,0345337662,7
55490,0380789035,10
55492,0060502258,5
55492,0312305060,4
55492,043935806X,9
55492,044651652X,7
55492,0452282152,8
55492,059035342X,10
55493,0375706771,9
55493,0375727345,7
55493,0385335482,10
55548,0060928336,9
55548,0142001740,10
55548,0446310786,10
55607,0440226430,6
55607,0440241073,5
55607,0679781587,7
55655,0345443284,6
55725,0060928336,5
55734,0345313860,8
55734,0345337662,9
55734,044021145X,10
55734,044022165X,9
55751,0060928336,5
55751,0316601950,5
55751,0452282829,8
55757,0345361792,10
55787,0679781587,7
55787,068484477X,8
55787,0842329129,3
55789,0312195516,9
55789,0345370775,8
55789,0440214041,7
55799,0312195516,9
55799,0345361792,10
55799,0440222656,6
55799,0440241073,7
55799,0671021001,7
55810,0312195516,8
55858,0440220602,9
55892,044022165X,9
55894,0971880107,1
55918,0312195516,5
55927,0060976845,7
55927,0316666343,9
55927,0385504209,10
55927,0671027360,10
55927,067976402X,8
55933,059035342X,10
55938,0375727345,8
55961,0060928336,3
55961,0345378490,7
55961,0440213525,8
55985,0060392452,9
56006,0316096199,5
56006,0316666343,10
56045,0446605239,7
56231,0440241073,10
56246,0440241073,7
56272,0316776963,9
56278,0060930535,8
56307,0440211727,9
56307,0440225701,9
56313,0345443284,6
56341,0440220602,9
56360,0385504209,9
56378,0345370775,8
56391,0060928336,5
56391,0060976845,8
56395,0671027360,8
56399,0345361792,9
56399,0345370775,10
56399,0971880107,5
56423,0312278586,10
56447,0060928336,8
